Authors,Author(s) ID,Link
"Boccaletti S., Passuello F., Soregaroli C.","7006291912;56866230100;15133256400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019769128&partnerID=40&md5=2d2182328510d174c3e36890ef3f61cc"
"Do A.L., Boccaletti S., Epperlein J., Siegmund S., Gross T.","34067584600;7006291912;55767481800;6603680846;8346290800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994210549&doi=10.1017%2fS0956792516000425&partnerID=40&md5=7fecc8c2a0bbce3067561980d5ef9d41"
"Boccaletti S., Almendral J.A., Guan S., Leyva I., Liu Z., Sendiña-Nadal I., Wang Z., Zou Y.","7006291912;7006920889;7101750424;55398853600;8579798700;6602499111;57192377511;35308570800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003890196&doi=10.1016%2fj.physrep.2016.10.004&partnerID=40&md5=b2453e83efe5b487c73f3e68bfbfb9da"
"Bi H., Hu X., Boccaletti S., Wang X., Zou Y., Liu Z., Guan S.","56448041500;55801383000;7006291912;11541271100;35308570800;8579798700;7101750424;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994905086&doi=10.1103%2fPhysRevLett.117.204101&partnerID=40&md5=a44ebc5b971ef84a1cce93b986a5caa5"
"Qiu T., Boccaletti S., Bonamassa I., Zou Y., Zhou J., Liu Z., Guan S.","57224717715;7006291912;57191889324;35308570800;56953736400;8579798700;7101750424;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994506050&doi=10.1038%2fsrep36713&partnerID=40&md5=eff5b9231a8b0eb2aefa042577587803"
"Del Genio C.I., Gómez-Gardeñes J., Bonamassa I., Boccaletti S.","26657868400;55900842100;57191889324;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018484280&doi=10.1126%2fsciadv.1601679&partnerID=40&md5=6cc4f64622ab64db297ad0b40e07702d"
"Zhou J., Zou Y., Guan S., Liu Z., Boccaletti S.","56953736400;35308570800;7101750424;8579798700;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992358908&doi=10.1038%2fsrep35979&partnerID=40&md5=4b3f9079cf5c78ceee7f5c940103b8f9"
"Sendiña-Nadal I., Boccaletti S., Letellier C.","6602499111;7006291912;55045788500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991720223&doi=10.1103%2fPhysRevE.94.042205&partnerID=40&md5=d317663adc6473ac99636bb41e75471f"
"Eom Y.-H., Boccaletti S., Caldarelli G.","8454032000;7006291912;55139905100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973370463&doi=10.1038%2fsrep27111&partnerID=40&md5=bfab9842e3192ec349702c9860e9cdf0"
"Danziger M.M., Moskalenko O.I., Kurkin S.A., Zhang X., Havlin S., Boccaletti S.","56038392800;10038769200;35334432000;55802361800;35397372900;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977662644&doi=10.1063%2f1.4953345&partnerID=40&md5=183cb926404f1fb1025f0fc080585a66"
"Sevilla-Escoboza R., Sendiña-Nadal I., Leyva I., Gutiérrez R., Buldú J.M., Boccaletti S.","26654545800;6602499111;55398853600;36898262500;6602820274;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974601991&doi=10.1063%2f1.4952967&partnerID=40&md5=6d63f5bdd4b099a1a3f201a3ecb1a856"
"Boccaletti S., Criado R., Romance M., Torres J.J.","7006291912;6603726429;15731654400;56780528800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973572602&doi=10.1063%2f1.4953595&partnerID=40&md5=90972612a9101c4adf54b33bced03d48"
"Zanin M., Papo D., Sousa P.A., Menasalvas E., Nicchi A., Kubik E., Boccaletti S.","23991967500;7801385624;35515502700;6602242147;57189340841;57189343020;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969529082&doi=10.1016%2fj.physrep.2016.04.005&partnerID=40&md5=03173f2b7877b7fa1dfd140b031dddda"
"Sevilla-Escoboza R., Buldú J.M., Boccaletti S., Papo D., Hwang D.-U., Huerta-Cuellar G., Gutiérrez R.","26654545800;6602820274;7006291912;7801385624;7401879393;56002769300;36898262500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954155405&doi=10.1016%2fj.physa.2015.12.086&partnerID=40&md5=407c42bbdad4f98f7766aacd91586e7c"
"Gambuzza L.V., Frasca M., Fortuna L., Boccaletti S.","50061257600;7006655104;7006124439;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963624340&doi=10.1103%2fPhysRevE.93.042203&partnerID=40&md5=b197490c6bfcef9e869db1b21629ca1f"
"Passuello F., Boccaletti S.","56866230100;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963568298&doi=10.1111%2f1746-692X.12120&partnerID=40&md5=68375021902b895bdd38d772a21b7023"
"Makarov V.V., Koronovskii A.A., Maksimenko V.A., Hramov A.E., Moskalenko O.I., Buldú J.M., Boccaletti S.","56459531300;7004189995;56572360300;6603156741;10038769200;6602820274;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954288611&doi=10.1016%2fj.chaos.2015.12.022&partnerID=40&md5=d0f598ba91c9c32d4b755bbaab70016e"
"Sendiña-Nadal I., Danziger M.M., Wang Z., Havlin S., Boccaletti S.","6602499111;56038392800;57192377511;35397372900;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959166349&doi=10.1038%2fsrep21297&partnerID=40&md5=c566957fa231f1bc481334ebf8855ef2"
"Ghozzi H., Soregaroli C., Boccaletti S., Sauvée L.","57192307388;15133256400;7006291912;8602632800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003888934&doi=10.1108%2fSCM-03-2016-0089&partnerID=40&md5=57c8d8ea20eb658416770da1da0d7d3b"
"Makarov V.V., Koronovskii A.A., Maksimenko V.A., Khramova M.V., Hramov A.E., Pavlov A.N., Moskalenko O.I., Buldú J.M., Boccaletti S.","56459531300;7004189995;56572360300;56572729200;6603156741;7202328274;10038769200;6602820274;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973890089&doi=10.1117%2f12.2207392&partnerID=40&md5=8fedc525461f1205e18b1aab1ce7e508"
"Del Genio C.I., Romance M., Criado R., Boccaletti S.","26657868400;15731654400;6603726429;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951094243&doi=10.1103%2fPhysRevE.92.062819&partnerID=40&md5=66fa4266ba944d4aa7d41f202298769b"
"Navas A., Villacorta-Atienza J.A., Leyva I., Almendral J.A., Sendiña-Nadal I., Boccaletti S.","36721937500;36139022300;55398853600;7006920889;6602499111;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951073153&doi=10.1103%2fPhysRevE.92.062820&partnerID=40&md5=5efb29f428b83c3ef2073bf1641a2248"
"Qiu T., Zhang Y., Liu J., Bi H., Boccaletti S., Liu Z., Guan S.","57224717715;56563190900;57006533600;56448041500;7006291912;8579798700;7101750424;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950146518&doi=10.1038%2fsrep18235&partnerID=40&md5=655bb0d4bc1152e29347cd568ac18f45"
"Passuello F., Boccaletti S., Soregaroli C.","56866230100;7006291912;15133256400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942155732&doi=10.1108%2fBFJ-11-2014-0380&partnerID=40&md5=8bb100ec725c909886be53bf9e034ad6"
"Sevilla-Escoboza R., Gutiérrez R., Huerta-Cuellar G., Boccaletti S., Gómez-Gardeñes J., Arenas A., Buldú J.M.","26654545800;36898262500;56002769300;7006291912;55900842100;7006307933;6602820274;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942278753&doi=10.1103%2fPhysRevE.92.032804&partnerID=40&md5=4bdebd9e31ff56b8739adc1de8286d53"
"Kumar P., Verma D.K., Parmananda P., Boccaletti S.","57241625800;55560722000;14519836900;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930960196&doi=10.1103%2fPhysRevE.91.062909&partnerID=40&md5=b691a01153eb6fd002eee20f63b90791"
"de Santos-Sierra D., Sendiña-Nadal I., Leyva I., Almendral J.A., Ayali A., Anava S., Sánchez-Ávila C., Boccaletti S.","36138601900;6602499111;55398853600;7006920889;6603870315;25935781800;6603669635;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929846967&doi=10.1002%2fcyto.a.22591&partnerID=40&md5=0f2092c11c43396cf66b9fc298052236"
"Sendiña-Nadal I., Leyva I., Navas A., Villacorta-Atienza J.A., Almendral J.A., Wang Z., Boccaletti S.","6602499111;55398853600;36721937500;36139022300;7006920889;57192377511;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961291231&doi=10.1103%2fPhysRevE.91.032811&partnerID=40&md5=8ea3891cdd5f6c79671e68cad326c9dc"
"Navas A., Papo D., Boccaletti S., Del-Pozo F., Bajo R., Maestú F., Martínez J.H., Gil P., Sendiña-Nadal I., Buldú J.M.","36721937500;7801385624;7006291912;55663615800;36570124400;6507284679;56529959600;57225424824;6602499111;6602820274;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928537119&doi=10.1142%2fS0218127415500340&partnerID=40&md5=08d165cfa85de2bfd833ec700526989d"
"Boccaletti S., Criado R., Benito R.M., Losada J.C., Romance M.","7006291912;6603726429;7005204461;25930018900;15731654400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923350214&doi=10.1016%2fj.chaos.2015.01.012&partnerID=40&md5=c7831fa46a01f8495ceb7fdc133c26b5"
"Sevilla-Escoboza R., Buldú J.M., Pisarchik A.N., Boccaletti S., Gutiérrez R.","26654545800;6602820274;7005864666;7006291912;36898262500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924787048&doi=10.1103%2fPhysRevE.91.032902&partnerID=40&md5=b0e6dae798c857cc1ca2f4b1c2f9dcb0"
"Padmanaban E., Boccaletti S., Dana S.K.","24376531700;7006291912;7003507586;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923772771&doi=10.1103%2fPhysRevE.91.022920&partnerID=40&md5=5ab46c1d9cb328820085daef5355a5a0"
"Zhang X., Boccaletti S., Guan S., Liu Z.","55802361800;7006291912;7101750424;8579798700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921464378&doi=10.1103%2fPhysRevLett.114.038701&partnerID=40&md5=30e18fc924c3a4143d0f6b1a88f89b15"
"Martínez J.H., Ariza P., Zanin M., Papo D., Maestú F., Pastor J.M., Bajo R., Boccaletti S., Buldú J.M.","56529959600;55810424500;23991967500;7801385624;6507284679;22986219600;36570124400;7006291912;6602820274;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932613931&doi=10.1016%2fj.chaos.2014.10.013&partnerID=40&md5=a3cf8158df70a35dbb33ab32087baeb5"
"Kenett D.Y., Perc M., Boccaletti S.","35275313400;6505878570;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926286936&doi=10.1016%2fj.chaos.2015.03.016&partnerID=40&md5=c423098b1eeb7203b470e5b798e6805a"
"Martínez J.H., Ariza P., Zanin M., Papo D., Maestú F., Pastor J.M., Bajo R., Boccaletti S., Buldú J.M.","56529959600;55810424500;23991967500;7801385624;6507284679;22986219600;36570124400;7006291912;6602820274;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923699227&doi=10.1016%2fj.chaos.2015.01.008&partnerID=40&md5=38f7f95c25400b0ff9a47f34f5fd79e5"
"Wang S.-J., Wang Z., Jin T., Boccaletti S.","35231291700;57192377511;55100104000;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961290751&doi=10.1038%2fsrep07536&partnerID=40&md5=8b44c8d0befe14511f9108e7ceaa7fc0"
"Boccaletti S., Bianconi G., Criado R., del Genio C.I., Gómez-Gardeñes J., Romance M., Sendiña-Nadal I., Wang Z., Zanin M.","7006291912;6701555846;6603726429;26657868400;55900842100;15731654400;6602499111;57192377511;23991967500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909980102&doi=10.1016%2fj.physrep.2014.07.001&partnerID=40&md5=1017c2fdfb4af3a3b99c15f12b1b48e9"
"Olmi S., Navas A., Boccaletti S., Torcini A.","36006692200;36721937500;7006291912;56028770100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907835179&doi=10.1103%2fPhysRevE.90.042905&partnerID=40&md5=081a18b4005c7c5c9580e3b4907e0d99"
"Papo D., Buldú J.M., Boccaletti S., Bullmore E.T.","7801385624;6602820274;7006291912;35405771500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964314150&doi=10.1098%2frstb.2013.0520&partnerID=40&md5=1fc49a133a086ab870a71156f21ca95e"
"Papo D., Zanin M., Pineda-Pardo J.A., Boccaletti S., Buldú J.M.","7801385624;23991967500;56061789300;7006291912;6602820274;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964312687&doi=10.1098%2frstb.2013.0525&partnerID=40&md5=d5a16dd442c14dc9747fd4e48a75d9d6"
"Zhang X., Zou Y., Boccaletti S., Liu Z.","55802361800;35308570800;7006291912;8579798700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902176964&doi=10.1038%2fsrep05200&partnerID=40&md5=a1f3af22317d4c97fd3300bcaec92768"
"Zanin M., Alcazar J.M., Carbajosa J.V., Paez M.G., Papo D., Sousa P., Menasalvas E., Boccaletti S.","23991967500;56188930100;6602169601;56188628800;7801385624;35515502700;6602242147;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901713522&doi=10.1038%2fsrep05112&partnerID=40&md5=6ce55565a4317f53256e353d85d15a20"
"De Santos-Sierra D., Sendiña-Nadal I., Leyva I., Almendral J.A., Anava S., Ayali A., Papo D., Boccaletti S.","36138601900;6602499111;55398853600;7006920889;25935781800;6603870315;7801385624;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900299759&doi=10.1371%2fjournal.pone.0085828&partnerID=40&md5=1b1fb1e5fd905b0451d58a9dfcf5806f"
"Hu X., Boccaletti S., Huang W., Zhang X., Liu Z., Guan S., Lai C.-H.","55801383000;7006291912;55800398000;55802361800;8579798700;7101750424;7403086160;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922674156&doi=10.1038%2fsrep07262&partnerID=40&md5=756cdf7a746f1bf00cda970ad1067fcc"
"Varacca A., Boccaletti S., Soregaroli C.","56468024400;7006291912;15133256400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920287040&partnerID=40&md5=754ef3caa0c1aec73cd480d8b8451a19"
"Zanin M., Menasalvas E., Boccaletti S., Sousa P.A.","23991967500;6602242147;7006291912;35515502700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907093033&doi=10.1007%2f978-3-642-54734-5&partnerID=40&md5=d9d20e7ee4880f9c4ce6e648f58bb162"
"Balenzuela P., Rué P., Boccaletti S., Garcia-Ojalvo J.","6508045504;35189636800;7006291912;55931225400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894217363&doi=10.1088%2f1367-2630%2f16%2f1%2f013036&partnerID=40&md5=691fe7d930b949cc5bb2339f0f36f7ff"
"Gutiérrez R., Sevilla-Escoboza R., Piedrahita P., Finke C., Feudel U., Buldú J.M., Huerta-Cuellar G., Jaimes-Reátegui R., Moreno Y., Boccaletti S.","36898262500;26654545800;55951257200;36104017000;7003728859;6602820274;56002769300;8941071700;7004893698;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889264064&doi=10.1103%2fPhysRevE.88.052908&partnerID=40&md5=08c4ac2963d31c5990a62e92cfe90c9f"
"Leyva I., Sendiña-Nadal I., Almendral J.A., Navas A., Olmi S., Boccaletti S.","55398853600;6602499111;7006920889;36721937500;36006692200;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886058455&doi=10.1103%2fPhysRevE.88.042808&partnerID=40&md5=6dc02be8de9afbbeae5021acee079cd1"
"Zanin M., Menasalvas E., Boccaletti S., Sousa P.","23991967500;6602242147;7006291912;35515502700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883198338&doi=10.1371%2fjournal.pone.0072045&partnerID=40&md5=9d4405e088dd484d4a0779a7a903137d"
"Solá L., Romance M., Criado R., Flores J., García del Amo A., Boccaletti S.","35389857300;15731654400;6603726429;10140124600;13102917900;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884941512&doi=10.1063%2f1.4818544&partnerID=40&md5=34c3f2bbdcc14fd6537a5cfa9d238e7a"
"Zanin M., Papo D., Boccaletti S.","23991967500;7801385624;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880526916&doi=10.1209%2f0295-5075%2f102%2f40007&partnerID=40&md5=89d8f666295ba481b1ac818a98d54795"
"Cardillo A., Gomez-Gardeñes J., Zanin M., Romance M., Papo D., Del Pozo F., Boccaletti S.","14008586700;55900842100;23991967500;15731654400;7801385624;55663615800;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874612614&doi=10.1038%2fsrep01344&partnerID=40&md5=02e42236bed048721753acb33c8450e8"
"Zanin M., Papo D., González Solís J.L., Martínez Espinosa J.C., Frausto-Reyes C., Palomares Anda P., Sevilla-Escoboza R., Jaimes-Reategui R., Boccaletti S., Menasalvas E., Sousa P.","23991967500;7801385624;36170478100;35180160400;8276106300;55988718400;26654545800;8941071700;7006291912;6602242147;35515502700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126742592&doi=10.3390%2fmetabo3010155&partnerID=40&md5=586fbb78c08e4167e91f0d3af695310d"
"Leyva I., Navas A., Sendiña-Nadal I., Almendral J.A., Buldú J.M., Zanin M., Papo D., Boccaletti S.","55398853600;36721937500;6602499111;7006920889;6602820274;23991967500;7801385624;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874341051&doi=10.1038%2fsrep01281&partnerID=40&md5=e765028de07c54ae545bd8b6b3e7adbc"
"Cardillo A., Zanin M., Gómez-Gardeñes J., Romance M., García del Amo A.J., Boccaletti S.","14008586700;23991967500;55900842100;15731654400;13102917900;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873176031&doi=10.1140%2fepjst%2fe2013-01712-8&partnerID=40&md5=aece806ca4d0734732f5617c53e0b26b"
"Moskalenko O.I., Koronovskii A.A., Hramov A.E., Boccaletti S.","10038769200;7004189995;6603156741;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867031410&doi=10.1103%2fPhysRevE.86.036216&partnerID=40&md5=6c6215aaa88730eae6cfec154d76de09"
"Zanin M., Sousa P., Papo D., Bajo R., García-Prieto J., Pozo F.D., Menasalvas E., Boccaletti S.","23991967500;35515502700;7801385624;36570124400;54419918200;7006844729;6602242147;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866058332&doi=10.1038%2fsrep00630&partnerID=40&md5=236056964defae8eb1fbbc8a56f83462"
"Zanin M., Menasalvas E., Sousa P.A.C., Boccaletti S.","23991967500;6602242147;35515502700;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870985575&doi=10.3934%2fnhm.2012.7.473&partnerID=40&md5=4c22502b7d55b28a5d00be8397417b13"
"Avalos-Gaytán V., Almendral J.A., Papo D., Schaeffer S.E., Boccaletti S.","55330535900;7006920889;7801385624;8966489800;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864746885&doi=10.1103%2fPhysRevE.86.015101&partnerID=40&md5=9fd476e67a16dc4e0d0af5e8b074a107"
"Rad A.A., Sendiña-Nadal I., Papo D., Zanin M., Buldú J.M., Del Pozo F., Boccaletti S.","22036134400;6602499111;7801385624;23991967500;6602820274;55663615800;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861833399&doi=10.1103%2fPhysRevLett.108.228701&partnerID=40&md5=769ce9e9c4580392fdfa4d2d39cef78e"
"Gutiérrez R., Sendiña-Nadal I., Zanin M., Papo D., Boccaletti S.","36898262500;6602499111;23991967500;7801385624;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861130916&doi=10.1038%2fsrep00396&partnerID=40&md5=e6ae71821b166e2242853c172b7387bf"
"Do A.-L., Boccaletti S., Gross T.","34067584600;7006291912;8346290800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860778335&doi=10.1103%2fPhysRevLett.108.194102&partnerID=40&md5=1533877e9b9ae7d3ef84944a7e93d6ba"
"Leyva I., Sevilla-Escoboza R., Buldú J.M., Sendiña-Nadal I., Gómez-Gardeñes J., Arenas A., Moreno Y., Gómez S., Jaimes-Reátegui R., Boccaletti S.","55398853600;26654545800;6602820274;6602499111;55900842100;7006307933;7004893698;17433927500;8941071700;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860153563&doi=10.1103%2fPhysRevLett.108.168702&partnerID=40&md5=a093e1e355e17ecd3806efd9f215af72"
"Buldú J.M., Papo D., Pineda J.A., Ariza P., Del Pozo F., Boccaletti S.","6602820274;7801385624;57225226678;55810424500;55663615800;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881009130&doi=10.3182%2f20120620-3-MX-3012.00031&partnerID=40&md5=d8457ab3e2413009a59d12ba75225702"
"Avalos-Gaytán V., Almendral J.A., Schaeffer S.E., Boccaletti S.","55330535900;7006920889;8966489800;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880980431&doi=10.3182%2f20120620-3-MX-3012.00034&partnerID=40&md5=86e5592bd27d3449d481c431e1b1543d"
"Zanin M., GutiÉrrez R., Bajo R., BuldÚ J.M., Papo D., Boccaletti S.","23991967500;36898262500;36570124400;6602820274;7801385624;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864821261&doi=10.1142%2fS0218127412020063&partnerID=40&md5=91fc2c9506b1090d3d1e672cc6df5ee4"
"BuldÚ J.M., SendiÑa-Nadal I., Leyva I., Almendral J.A., Zanin M., Boccaletti S.","6602820274;6602499111;55398853600;7006920889;23991967500;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864793787&doi=10.1142%2fS0218127412501672&partnerID=40&md5=92f8258f81800d3ee70fd4146bb04418"
"Zanin M., Papo D., Sendiña-Nadal I., Boccaletti S.","23991967500;7801385624;6602499111;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855282412&doi=10.1103%2fPhysRevE.84.060102&partnerID=40&md5=7ec4c21b7db3a2826edf4993cfb244cf"
"Leyva I., Navas A., Sendiña-Nadal I., BuldúJ.M., Almendral J.A., Boccaletti S.","55398853600;36721937500;6602499111;54794807600;7006920889;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84555189285&doi=10.1103%2fPhysRevE.84.065101&partnerID=40&md5=510775478397882f56b5536f715092ef"
"Assenza S., Gutiérrez R., Gómez-Gardeñes J., Latora V., Boccaletti S.","24467551500;36898262500;55900842100;7003540219;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859737287&doi=10.1038%2fsrep00099&partnerID=40&md5=2fda0912a954a28edb2a19d279d33648"
"Gutiérrez R., Amann A., Assenza S., Gómez-Gardeñes J., Latora V., Boccaletti S.","36898262500;7007093573;24467551500;55900842100;7003540219;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82455185112&doi=10.1103%2fPhysRevLett.107.234103&partnerID=40&md5=d0169b361023a367d7a72dc01a6ec237"
"Zanin M., Del Pozo F., Boccaletti S.","23991967500;55663615800;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80455145110&doi=10.1371%2fjournal.pone.0026467&partnerID=40&md5=cb8ba1f8c0f0d9160ef58af29d91dd1e"
"Gutiérrez R., del-Pozo F., Boccaletti S.","36898262500;55663615800;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959214455&doi=10.1371%2fjournal.pone.0020236&partnerID=40&md5=8ff6989bb6148fa90a1bc3bff9fb491c"
"Buldú J.M., Bajo R., Maestú F., Castellanos N., Leyva I., Gil P., Sendiña-Nadal I., Almendral J.A., Nevado A., del-Pozo F., Boccaletti S.","6602820274;36570124400;6507284679;15061074500;55398853600;57225424824;6602499111;7006920889;6603223768;55663615800;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956357149&doi=10.1371%2fjournal.pone.0019584&partnerID=40&md5=74c6fa7523461b34a3b881af0d3809be"
"Castellanos N.P., Leyva I., Buldú J.M., Bajo R., Paúl N., Cuesta P., Ordóñez V.E., Pascua C.L., Boccaletti S., Maestú F., del-Pozo F.","15061074500;55398853600;6602820274;36570124400;6508086464;35975908400;6506484297;42662126600;7006291912;6507284679;55663615800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952067464&doi=10.1016%2fj.neuroimage.2010.12.046&partnerID=40&md5=b8b1d0baae9fa9877771ea54c5be5ea1"
"Sendiña-Nadal I., Ofran Y., Almendral J.A., Buldú J.M., Leyva I., Li D., Havlin S., Boccaletti S.","6602499111;8912774400;7006920889;6602820274;55398853600;37057582400;35397372900;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952419620&doi=10.1371%2fjournal.pone.0017679&partnerID=40&md5=ce614bee3fe79641ee6ce8a2574c237b"
"Zanin M., Boccaletti S.","23991967500;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053416170&doi=10.1063%2f1.3608126&partnerID=40&md5=c2eb6da46958aeb9b2115163e8531dec"
"Madi A., Kenett D.Y., Bransburg-Zabary S., Merbl Y., Quintana F.J., Boccaletti S., Tauber A.I., Cohen I.R., Ben-Jacob E.","24741187000;35275313400;6506242677;16301978900;57196894611;7006291912;7004977340;57213513305;7005078550;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953290372&doi=10.1063%2f1.3543800&partnerID=40&md5=e084de05f691313cedbaa2443038f3d8"
"Almendral J.A., Leyva I., Li D., Sendiña-Nadal I., Havlin S., Boccaletti S.","7006920889;55398853600;37057582400;6602499111;35397372900;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955128658&doi=10.1103%2fPhysRevE.82.016115&partnerID=40&md5=6a01749b4a5a67da1db9560ca15c887d"
"Crespo-Garcia M., Cantero J.L., Pomyalov A., Boccaletti S., Atienza M.","23468680600;7004707844;6602679391;7006291912;7005437007;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77249084106&doi=10.1016%2fj.neuroimage.2010.01.018&partnerID=40&md5=f2671015db59ca00460c68a534a286ff"
"Boccaletti S., Aihara K., Ando H.","7006291912;7103203284;55315204500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124115845&doi=10.1142%2f9789814291705_0003&partnerID=40&md5=972dee68d567a8ef434f86a5607b7a8e"
"Zanin M., Buldú J.M., Boccaletti S.","23991967500;6602820274;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951934719&doi=10.1142%2fS021812741002623X&partnerID=40&md5=56378fc786fe443677f77cb8b4fac6d1"
"Almendral J.A., Leyva I., Sendiña-Nadal I., Boccaletti S.","7006920889;55398853600;6602499111;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951917295&doi=10.1142%2fS0218127410026046&partnerID=40&md5=c4df4559197af09ea15e638c3ba6beb4"
"Leyva I., Sendiña-Nadal I., Almendral J.A., Buldú J.M., Li D., Havlin S., Boccaletti S.","55398853600;6602499111;7006920889;6602820274;37057582400;35397372900;7006291912;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951917017&doi=10.1142%2fS0218127410026113&partnerID=40&md5=1c466fc3da76dfeae8db8f3d4b9b5e68"
